epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,1002.77,0.75761,0.35684,0.91803,0.95878,0.96587,0.98049,0.71895,1.02653,0.49186,1.01487,0.0003566,0.0003566,0.0003566
85,1014.51,0.75186,0.34901,0.91568,0.967,0.96337,0.97558,0.71678,1.03394,0.51766,1.02993,0.0003368,0.0003368,0.0003368
86,1026.28,0.74251,0.35562,0.9122,0.96782,0.96367,0.97478,0.71297,1.0363,0.50609,1.03339,0.000317,0.000317,0.000317
87,1038.21,0.73661,0.35051,0.90977,0.96711,0.96661,0.97544,0.71227,1.07363,0.51018,1.05214,0.0002972,0.0002972,0.0002972
88,1050.05,0.72684,0.34247,0.90429,0.96165,0.95441,0.97757,0.72322,1.06434,0.49476,1.06784,0.0002774,0.0002774,0.0002774
89,1061.74,0.72111,0.3423,0.90366,0.95697,0.96199,0.97403,0.71875,1.04201,0.4976,1.04228,0.0002576,0.0002576,0.0002576
90,1073.49,0.73194,0.34205,0.9141,0.95556,0.95848,0.97224,0.71867,1.06825,0.53937,1.06048,0.0002378,0.0002378,0.0002378
91,1098.64,0.76062,0.33133,0.90247,0.96227,0.97405,0.97982,0.72105,0.96718,0.44804,0.99728,0.000218,0.000218,0.000218
92,1110.35,0.75889,0.32374,0.89332,0.96558,0.97075,0.97994,0.72312,1.02676,0.50507,1.02636,0.0001982,0.0001982,0.0001982
93,1122.11,0.75351,0.32276,0.89325,0.96343,0.95705,0.97706,0.72399,1.00576,0.52054,1.0147,0.0001784,0.0001784,0.0001784
94,1133.8,0.74122,0.31927,0.8882,0.95887,0.96194,0.9811,0.72427,1.01303,0.50978,1.01552,0.0001586,0.0001586,0.0001586
95,1145.52,0.73579,0.31788,0.8964,0.96236,0.95502,0.97811,0.72504,1.03165,0.50647,1.02888,0.0001388,0.0001388,0.0001388
